[protein],[ligand],[-log k],[resolution],[year],[origin],[covalent_bond]
6mxb,XMP,4.585026652029182,2.19,2019,PDB,False
6k05,CQF,6.560667306169737,1.94,2019,PDB,False
6e5t,HVJ,6.54515513999149,1.55,2019,PDB,False
6gvf,FE5,7.552841968657781,2.50,2019,PDB,False
6jio,BQ3,4.552841968657781,2.60,2019,PDB,False
6oe1,M8V,8.508638306165727,1.45,2019,PDB,False
6h7d,BGC,5.494850021680094,2.40,2019,PDB,False
5qtt,QEY,8.468521082957745,2.23,2019,PDB,False
6d3q,4NG,8.468521082957745,2.24,2019,PDB,False
6o4w,E20,8.468521082957745,2.35,2019,PDB,False
6gbw,EU5,8.454692883534175,1.45,2019,PDB,False
6ps5,SNP,8.43297363384094,2.90,2019,PDB,False
6n96,LCV,5.42021640338319,1.70,2019,PDB,False
6rfw,K1Q,6.5003129173815966,2.18,2019,PDB,False
6hgr,IMP,3.4559319556497243,1.52,2019,PDB,False
6gxb,FF5,7.455931955649724,1.35,2019,PDB,False
6dzy,HJM,5.522878745280337,4.10,2019,PDB,False
5qtu,QEV,8.387216143280265,2.53,2019,PDB,False
6byz,J18,8.366531544420413,2.96,2019,PDB,False
6n7a,KEV,8.366531544420413,1.33,2019,PDB,False
6pno,ORM,5.318758762624412,1.82,2019,PDB,False
6a94,ZOT,7.3979400086720375,2.90,2019,PDB,False
6mnv,JVS,3.3685562309868278,1.65,2019,PDB,False
6nwl,HCY,7.366531544420414,1.60,2019,PDB,False
6s5k,KWE,7.319664486585436,1.60,2019,PDB,False
6rot,KDQ,6.3154867673018495,1.34,2019,PDB,False
5qqp,NR7,8.275724130399212,2.08,2019,PDB,False
6mxd,IMP,5.2343314452409855,2.96,2019,PDB,False
6ibk,YTW,3.2932822176632413,1.99,2019,PDB,False
6o57,2NC,6.289036881004725,1.71,2019,PDB,False
6o5a,2NC,6.289036881004725,1.67,2019,PDB,False
6qwi,JJW,4.292429823902063,2.85,2019,PDB,False
6mlf,JV4,4.275724130399211,1.75,2019,PDB,False
6h13,FJN,7.23210238398191,2.80,2019,PDB,False
6pnm,XX0,5.173925197299173,1.82,2019,PDB,False
6a93,8NU,8.161150909262744,3.00,2019,PDB,False
6gg3,ALA,4.207608310501746,3.72,2019,PDB,False
6e5l,HVD,7.175874166083451,1.17,2019,PDB,False
6abx,FLC,2.1432711096171175,1.70,2019,PDB,False
6n97,KGP,5.1487416512809245,1.75,2019,PDB,False
6n95,YXS,5.1249387366083,1.80,2019,PDB,False
6cjp,F5S,8.113509274827518,2.60,2019,PDB,False
6pm9,OQ1,8.102372908709558,2.86,2019,PDB,False
6h3q,FMH,7.135488918941608,1.31,2019,PDB,False
6qxs,UFP,7.130768280269024,2.88,2019,PDB,False
6o48,0Q4,7.1249387366083,1.46,2019,PDB,False
6jtc,C8O,5.073143291050307,2.39,2019,PDB,False
6r4k,JSK,5.070581074285707,2.13,2019,PDB,False
6k04,CQF,8.040958607678906,1.25,2019,PDB,False
6ic2,BBJ,6.037441264204036,1.15,2019,PDB,False
6gvh,FDH,6.036212172654444,2.74,2019,PDB,False
6gvg,FCZ,6.00436480540245,3.00,2019,PDB,False
6gxe,FFH,8.045757490560675,1.30,2019,PDB,False
1nlj,2CA,9.795880017344075,2.40,2003,PDB,True
1nms,161,6.698970004336019,1.70,2003,PDB,True
1qwu,GUL,3.2218487496163566,2.03,2003,PDB,True
1nc6,ABB,8.0,1.90,2003,PDB,True
3fmq,FUG,7.954677021213342,2.50,2009,PDB,True
3hwn,BD3,8.698970004336019,2.33,2009,PDB,True
3dz5,M8M,8.154901959985743,2.43,2009,PDB,True
3h0e,H0E,8.154901959985743,2.00,2009,PDB,True
3bwk,C1P,3.9430951486635273,2.42,2009,PDB,True
3gpe,PT5,5.7447274948966935,2.00,2009,PDB,True
3k84,K84,8.522878745280337,2.25,2009,PDB,True
3k83,F27,7.657577319177793,2.25,2009,PDB,True
4r6v,FI3,7.452225294612178,2.35,2014,PDB,True
4qls,37Y,7.443697499232712,2.80,2014,PDB,True
4r02,3E5,7.4089353929735005,2.50,2014,PDB,True
4qqc,37O,7.343901797987168,2.40,2014,PDB,True
4nk3,MK7,6.3325470471100465,1.90,2014,PDB,True
4mao,28D,7.327902142064283,2.60,2014,PDB,True
4qq5,37O,6.31695296176115,2.20,2014,PDB,True
4qlq,38N,8.18045606445813,2.40,2014,PDB,True
4q1s,2YD,4.168130225719498,2.60,2014,PDB,True
4no8,2LV,7.154901959985743,2.70,2014,PDB,True
4no6,2M1,6.107905397309519,3.00,2014,PDB,True
4qlu,38X,8.080921907623926,2.80,2014,PDB,True
4wm9,NXL,6.920818753952375,2.40,2014,PDB,True
4qlv,39Q,7.853871964321762,2.90,2014,PDB,True
4qvw,BO2,5.383209513670284,3.00,2015,PDB,True
4qwi,3BV,5.356448631437055,2.60,2015,PDB,True
4qz5,04C,5.263444152837364,2.80,2015,PDB,True
5ahj,7IM,8.229147988357855,2.80,2015,PDB,True
4qz2,04C,5.209926051573695,2.70,2015,PDB,True
4qvq,BO2,5.196133365715016,2.60,2015,PDB,True
4qvv,BO2,5.154281982033341,2.80,2015,PDB,True
4qzw,04C,5.145390361904205,3.00,2015,PDB,True
4qw0,BO2,5.1431503212748275,2.90,2015,PDB,True
4qvn,BO2,5.101000729110211,2.90,2015,PDB,True
4qvy,BO2,5.094906031672129,2.51,2015,PDB,True
4qz4,04C,5.007446482167865,3.00,2015,PDB,True
4s2i,NXL,9.0,1.60,2015,PDB,True
4wbg,AZR,5.54515513999149,1.90,2015,PDB,True
5l6h,6O2,6.619788758288394,2.30,2017,PDB,True
5l6j,61T,6.698970004336019,2.68,2017,PDB,True
6ax1,C0S,9.42021640338319,2.26,2017,PDB,True
5nqe,94Z,6.154901959985743,2.71,2017,PDB,True
5gmp,F62,9.096910013008056,2.80,2017,PDB,True
5gsw,5GI,5.939302159646388,3.19,2017,PDB,True
5wfj,9Z4,8.886056647693163,2.48,2017,PDB,True
5tg1,V56,5.823908740944319,1.40,2017,PDB,True
5ne3,NXL,7.842845560093719,1.35,2017,PDB,True
5wej,V45,4.815308569182402,1.95,2017,PDB,True
5gty,816,7.721017883134556,3.14,2017,PDB,True
5inh,6C1,6.0,1.84,2017,PDB,True
5h6v,7HS,6.681936665037238,2.42,2017,PDB,True
5ttv,7KX,7.5376020021010435,1.93,2017,PDB,True
5tg2,V69,5.494850021680094,1.75,2017,PDB,True
5vnd,9ES,6.494850021680094,2.20,2017,PDB,True
6alz,BKM,10.42021640338319,2.21,2017,PDB,True
5l6i,B39,4.346787486224656,2.76,2017,PDB,True
5ttu,7KV,7.327902142064283,1.72,2017,PDB,True
5ne1,OK3,8.279840696594043,2.09,2017,PDB,True
5gnk,80U,8.275724130399212,1.80,2017,PDB,True
5tts,7KU,7.251811972993799,2.34,2017,PDB,True
6eyz,C5W,8.100179497572904,2.20,2017,PDB,True
5yu9,1E8,6.7447274948966935,1.95,2017,PDB,True
6bic,5LH,5.619788758288394,2.25,2018,PDB,True
6fdu,D5W,3.6903698325741012,2.30,2018,PDB,True
6dud,HB4,6.59176003468815,1.66,2018,PDB,True
5yun,MYC,5.522878745280337,2.67,2018,PDB,True
6g8m,EQE,5.3788237182249645,2.70,2018,PDB,True
6bkx,DWP,6.3872161432802645,1.65,2018,PDB,True
6bl2,DWS,7.3872161432802645,1.92,2018,PDB,True
6da4,G4V,6.341035157335565,2.90,2018,PDB,True
6bq0,E3A,7.337242168318426,2.00,2018,PDB,True
6db4,G4Y,7.309803919971486,1.66,2018,PDB,True
5vqe,G2F,1.494850021680094,1.89,2018,PDB,True
1pvn,MZP,9.823908740944319,2.00,2003,PDB,False
1nnu,TCT,6.823908740944319,2.50,2003,PDB,False
1o37,653,6.823908740944319,1.45,2003,PDB,False
1o38,653,6.823908740944319,1.38,2003,PDB,False
1nq7,ARL,6.795880017344075,1.50,2003,PDB,False
1mpl,RE1,3.769551078621726,1.12,2003,PDB,False
1o30,693,6.769551078621726,1.55,2003,PDB,False
1o3j,334,6.769551078621726,1.40,2003,PDB,False
1o3k,334,6.769551078621726,1.43,2003,PDB,False
1ony,588,6.769551078621726,2.15,2003,PDB,False
1gz3,ATP,3.6989700043360187,2.30,2003,PDB,False
1o3p,655,6.657577319177793,1.81,2003,PDB,False
1n7i,LY1,6.585026652029182,2.80,2003,PDB,False
1o86,LPR,9.568636235841012,2.00,2003,PDB,False
1n4h,REA,6.552841968657781,2.10,2003,PDB,False
1o3l,678,6.537602002101044,1.40,2003,PDB,False
1m2r,MNY,6.455931955649724,1.70,2003,PDB,False
1n7j,IDI,6.431798275933005,2.70,2003,PDB,False
1nax,IH5,6.431798275933005,2.70,2003,PDB,False
1o2o,950,6.356547323513813,1.63,2003,PDB,False
1pbq,DK1,6.267606240177032,1.90,2003,PDB,False
1iy7,CXA,6.1938200260161125,2.00,2003,PDB,False
1o6i,0HZ,3.1870866433571443,1.70,2003,PDB,False
1nc1,MTH,6.1249387366083,2.00,2003,PDB,False
1o2g,696,6.119186407719209,1.58,2003,PDB,False
1m2p,HNA,6.107905397309519,2.00,2003,PDB,False
1o2z,312,6.107905397309519,1.65,2003,PDB,False
1m2q,MNX,6.096910013008056,1.79,2003,PDB,False
1o2n,762,6.0915149811213505,1.50,2003,PDB,False
1nhz,486,6.075720713938118,2.30,2003,PDB,False
1pu7,39A,3.0969100130080562,1.93,2003,PDB,False
1pu8,EA1,3.0969100130080562,2.13,2003,PDB,False
1os0,0PQ,6.031517051446065,2.10,2003,PDB,False
1k27,MTM,9.0,1.95,2003,PDB,False
1p6d,3PC,2.939302159646388,2.00,2003,PDB,False
1j37,X8Z,8.958607314841775,2.40,2003,PDB,False
1nfw,RRR,8.958607314841775,2.10,2003,PDB,False
1nl9,989,5.958607314841775,2.40,2003,PDB,False
1o36,607,5.958607314841775,1.70,2003,PDB,False
1p6e,PC5,2.91721462968355,2.30,2003,PDB,False
1ms0,DAN,2.910094888560602,2.50,2003,PDB,False
1o0h,ADP,5.920818753952375,1.20,2003,PDB,False
1n3i,DIH,8.886056647693163,1.90,2003,PDB,False
1nfy,RTR,8.886056647693163,2.10,2003,PDB,False
1nt1,T76,8.886056647693163,2.00,2003,PDB,False
1ny0,NBF,5.853871964321762,1.75,2003,PDB,False
1o2u,847,5.853871964321762,1.41,2003,PDB,False
1o2v,847,5.853871964321762,1.50,2003,PDB,False
1o2w,847,5.853871964321762,1.38,2003,PDB,False
1o2x,847,5.853871964321762,1.46,2003,PDB,False
1o2y,847,5.853871964321762,1.45,2003,PDB,False
1q54,BHI,5.853871964321762,1.93,2003,PDB,False
1lq2,IDD,8.769551078621726,2.70,2003,PDB,False
1o32,801,5.7447274948966935,1.78,2003,PDB,False
1o33,801,5.7447274948966935,1.46,2003,PDB,False
1o34,801,5.7447274948966935,1.50,2003,PDB,False
1p0y,MLZ,0.9965394678904935,2.55,2003,PDB,False
1nu3,VPR,4.0,1.75,2003,PDB,False
1my4,IWD,6.978810700930062,1.90,2003,PDB,False
1kr3,113,5.0,2.50,2003,PDB,False
3co9,3MS,8.0,2.10,2009,PDB,False
3cwj,321,8.0,2.40,2009,PDB,False
3ezr,EZR,5.0,1.90,2009,PDB,False
3hqy,PF6,7.939302159646388,2.00,2009,PDB,False
3e3b,CCK,7.958607314841775,3.20,2009,PDB,False
3fzr,3JZ,7.958607314841775,2.70,2009,PDB,False
2w70,L22,4.920818753952375,1.77,2009,PDB,False
3dgq,EAA,4.920818753952375,1.60,2009,PDB,False
2w1e,L0E,7.920818753952375,2.93,2009,PDB,False
3fi3,JK2,7.920818753952375,2.20,2009,PDB,False
2wf4,ZY4,7.886056647693163,1.80,2009,PDB,False
3a29,2T0,7.886056647693163,2.60,2009,PDB,False
3e3u,NVC,7.886056647693163,1.56,2009,PDB,False
3i81,EBI,7.886056647693163,2.08,2009,PDB,False
3h3c,P1E,6.853871964321762,2.00,2009,PDB,False
3e51,N35,7.853871964321762,1.90,2009,PDB,False
3eta,351,7.853871964321762,2.60,2009,PDB,False
2w6z,L21,2.8239087409443187,1.90,2009,PDB,False
2v5a,LZL,6.823908740944319,2.31,2009,PDB,False
3dz6,M8E,7.823908740944319,1.83,2009,PDB,False
3ft5,MO8,4.823908740944319,1.90,2009,PDB,False
3h0v,M2T,4.823908740944319,2.24,2009,PDB,False
3fal,LO2,6.782516055786093,2.36,2009,PDB,False
3kba,WOW,7.795880017344075,2.00,2009,PDB,False
3kce,4BY,4.795880017344075,1.90,2009,PDB,False
3et7,349,7.769551078621726,2.70,2009,PDB,False
3hy9,098,7.769551078621726,2.02,2009,PDB,False
3h23,B54,4.714442690992226,2.20,2009,PDB,False
3h21,B52,4.703334809738469,2.32,2009,PDB,False
2wf3,ZY3,7.721246399047171,2.08,2009,PDB,False
3e8n,VRA,7.721246399047171,2.50,2009,PDB,False
3eka,ASC,3.0,3.10,2009,PDB,False
3i0s,RT7,9.0,2.70,2009,PDB,False
2w0d,CGS,8.698970004336019,2.00,2009,PDB,False
3ik3,0LI,8.698970004336019,1.90,2009,PDB,False
3jsi,WTC,8.67778070526608,2.72,2009,PDB,False
3ha6,2JZ,5.6777807052660805,2.36,2009,PDB,False
3f88,3HT,8.638272163982407,2.60,2009,PDB,False
2zis,NH8,8.55284196865778,2.60,2009,PDB,False
3kfc,61X,8.55284196865778,2.40,2009,PDB,False
3hc8,PD4,8.537602002101044,1.79,2009,PDB,False
3fuf,14O,2.6989700043360187,2.60,2009,PDB,False
3fuh,5H1,2.6989700043360187,1.80,2009,PDB,False
3fud,692,2.6989700043360187,2.20,2009,PDB,False
3ex2,6CN,3.6989700043360187,1.55,2009,PDB,False
2zyb,KSL,7.698970004336019,2.55,2009,PDB,False
3eyh,IZA,7.698970004336019,2.00,2009,PDB,False
2w6m,OA1,4.667561540084395,2.00,2009,PDB,False
3fup,MI1,7.663540266151471,2.40,2009,PDB,False
3fhr,P4O,6.6777807052660805,1.90,2009,PDB,False
3h2n,B62,3.672436739812722,2.40,2009,PDB,False
3h2m,B61,3.6675615400843946,2.31,2009,PDB,False
2w12,WR2,4.653647025549361,1.46,2009,PDB,False
3cde,N3H,7.657577319177793,2.10,2009,PDB,False
3dv5,BAV,7.657577319177793,2.10,2009,PDB,False
2w0j,ZAT,6.619788758288394,2.05,2009,PDB,False
3f7u,AG4,6.609064892896621,2.00,2009,PDB,False
2w7x,D1A,7.619788758288394,2.07,2009,PDB,False
3exo,5MS,4.619788758288394,2.10,2009,PDB,False
2w6q,OA5,4.595166283380062,2.05,2009,PDB,False
3h2o,B63,4.586700235918748,2.70,2009,PDB,False
3ejs,HN5,6.6020599913279625,1.35,2009,PDB,False
3eju,HN7,6.6020599913279625,1.32,2009,PDB,False
2wcx,VGC,7.6020599913279625,2.00,2009,PDB,False
3fi2,JK1,7.6020599913279625,2.28,2009,PDB,False
3kfa,B91,7.6020599913279625,1.22,2009,PDB,False
2wf2,ZY2,7.585026652029182,1.80,2009,PDB,False
2wf1,ZY1,8.698970004336019,1.60,2009,PDB,False
3d3p,20A,8.500312917381596,1.75,2009,PDB,False
3gfe,P37,8.494850021680094,2.10,2009,PDB,False
3h0b,B35,5.494850021680094,2.70,2009,PDB,False
3kl6,443,8.455931955649724,1.45,2009,PDB,False
3gs7,8BD,5.443697499232713,1.80,2009,PDB,False
3kai,4FI,5.4089353929735005,1.90,2009,PDB,False
3ft8,MOJ,7.522878745280337,2.00,2009,PDB,False
2vur,YX1,4.522878745280337,2.20,2009,PDB,False
3g4f,FPF,4.522878745280337,2.65,2009,PDB,False
3ksl,SZH,4.522878745280337,2.05,2009,PDB,False
3fcl,3FL,3.5016894462103996,1.70,2009,PDB,False
3h26,B56,4.489454989793388,2.50,2009,PDB,False
3fdn,MMH,7.481486060122112,1.90,2009,PDB,False
2wi2,ZZ3,3.4559319556497243,2.09,2009,PDB,False
2wi3,ZZ3,3.4559319556497243,1.90,2009,PDB,False
3hqw,PF4,7.455931955649724,1.70,2009,PDB,False
3hfj,DZ9,4.443697499232712,2.02,2009,PDB,False
2wfg,ZZB,4.42021640338319,2.20,2009,PDB,False
3igb,454,4.42021640338319,2.24,2009,PDB,False
2w1g,L0G,8.522878745280337,2.71,2009,PDB,False
3h5u,H5U,8.522878745280337,1.95,2009,PDB,False
3i0r,RT3,8.522878745280337,2.98,2009,PDB,False
3ia6,UNT,8.522878745280337,2.31,2009,PDB,False
3e37,ED5,5.392544976785332,1.80,2009,PDB,False
3dpk,8C5,8.387216143280265,1.95,2009,PDB,False
3fc8,IFA,5.3872161432802645,1.85,2009,PDB,False
3hab,677,8.3767507096021,2.10,2009,PDB,False
3h0z,45B,8.366531544420413,2.92,2009,PDB,False
3fcb,IFB,5.309803919971486,1.80,2009,PDB,False
3dz4,C8M,6.3979400086720375,1.84,2009,PDB,False
3hdm,MMG,7.3979400086720375,2.60,2009,PDB,False
3kf7,L9G,7.3979400086720375,2.00,2009,PDB,False
3fcf,FCF,4.3979400086720375,1.84,2009,PDB,False
3itu,IBM,4.3979400086720375,1.58,2009,PDB,False
3eq9,X97,7.3872161432802645,2.47,2009,PDB,False
3fqs,585,7.3872161432802645,2.10,2009,PDB,False
3hhu,819,7.3872161432802645,1.59,2009,PDB,False
3i7g,732,6.366531544420414,1.95,2009,PDB,False
3fw3,ETS,7.366531544420414,1.72,2009,PDB,False
2wot,ZZG,7.356547323513812,1.85,2009,PDB,False
3ejt,HN6,7.356547323513812,1.35,2009,PDB,False
2wih,P48,7.346787486224656,2.50,2009,PDB,False
3coh,83H,8.397940008672037,2.70,2009,PDB,False
3gz9,D32,8.397940008672037,2.00,2009,PDB,False
3k9x,MBM,8.397940008672037,1.90,2009,PDB,False
2w1f,L0F,8.229147988357855,2.85,2009,PDB,False
3h2c,B58,3.3010299956639813,2.60,2009,PDB,False
3hdz,PD6,7.292429823902063,1.80,2009,PDB,False
2w1h,L0F,7.2839966563652006,2.15,2009,PDB,False
3fu0,22F,2.275069085807602,1.80,2009,PDB,False
3fl8,RAR,7.267606240177032,2.29,2009,PDB,False
3dpe,AXB,7.2441251443275085,1.60,2009,PDB,False
3dpf,AXB,7.2441251443275085,2.10,2009,PDB,False
2wi7,2KL,7.236572006437063,2.50,2009,PDB,False
3fyj,B97,8.301029995663981,3.80,2009,PDB,False
3g86,T18,8.301029995663981,2.20,2009,PDB,False
3h5s,H5S,8.301029995663981,2.00,2009,PDB,False
3h98,B5P,8.301029995663981,1.90,2009,PDB,False
3jzf,JZK,5.301029995663981,2.13,2009,PDB,False
3jzi,JZL,5.301029995663981,2.31,2009,PDB,False
2zir,NH7,8.193820026016112,2.40,2009,PDB,False
3kag,4D7,5.180456064458132,1.90,2009,PDB,False
3hac,361,8.173925197299173,2.00,2009,PDB,False
2w6o,OA3,4.216096420727265,2.50,2009,PDB,False
3h0w,N8M,6.221848749616356,1.81,2009,PDB,False
3hvc,GG5,6.221848749616356,2.10,2009,PDB,False
3i7i,518,6.2076083105017466,2.21,2009,PDB,False
2w0x,PD2,3.2041199826559246,2.12,2009,PDB,False
2wo9,068,7.2076083105017466,1.70,2009,PDB,False
3kab,4BL,3.2006594505464183,2.19,2009,PDB,False
3fzt,4JZ,6.195860567664649,1.95,2009,PDB,False
3hdn,GMG,7.200659450546418,3.10,2009,PDB,False
3ig7,EFP,7.200659450546418,1.80,2009,PDB,False
3f7b,AG5,7.1938200260161125,2.05,2009,PDB,False
3f7z,34O,7.187086643357144,2.40,2009,PDB,False
3igg,EFQ,7.1771783546968955,1.80,2009,PDB,False
3jsw,JAR,7.180456064458132,2.30,2009,PDB,False
3h0y,48B,8.221848749616356,2.50,2009,PDB,False
3hhk,77Z,8.221848749616356,1.70,2009,PDB,False
3i28,34N,8.221848749616356,1.95,2009,PDB,False
3dng,AXA,8.130768280269024,2.00,2009,PDB,False
3kad,4C0,5.1249387366083,1.95,2009,PDB,False
3h9o,9BD,7.154901959985743,2.30,2009,PDB,False
3dz2,A8M,4.154901959985743,1.86,2009,PDB,False
2wou,ZZF,7.142667503568731,2.30,2009,PDB,False
3kac,4BX,3.1307682802690238,2.00,2009,PDB,False
2wey,EV1,7.119186407719209,2.80,2009,PDB,False
3fl9,TOP,1.1123826996642638,2.40,2009,PDB,False
3frz,AG0,8.154901959985743,1.86,2009,PDB,False
3i1y,33N,8.154901959985743,2.47,2009,PDB,False
3fpm,793,5.050609993355088,3.30,2009,PDB,False
2wd1,ZZY,7.086186147616283,2.00,2009,PDB,False
3h2f,B60,4.06198090252379,2.20,2009,PDB,False
3h22,B53,5.096910013008056,2.40,2009,PDB,False
2wti,WTI,7.036212172654444,2.50,2009,PDB,False
3gnv,XNZ,7.031517051446065,2.75,2009,PDB,False
3hyg,099,7.031517051446065,1.40,2009,PDB,False
3csl,HEM,7.221848749616356,2.70,2009,PDB,False
3c8e,GSH,4.154901959985743,1.50,2009,PDB,False
2wjg,GDP,7.096910013008056,2.20,2009,PDB,False
2vk2,GZL,6.886056647693163,1.20,2009,PDB,False
3heg,BAX,6.7447274948966935,2.20,2009,PDB,False
3a1c,ACP,4.0,1.85,2009,PDB,False
3imy,B72,9.698970004336019,2.55,2009,PDB,False
3d1v,D1V,3.489454989793388,2.70,2009,PDB,False
3ffu,GTP,6.443697499232713,2.80,2009,PDB,False
3f33,PFL,3.337242168318426,1.70,2009,PDB,False
3f35,DIE,3.161150909262745,1.92,2009,PDB,False
3f34,DIE,3.161150909262745,1.68,2009,PDB,False
3gnw,XNC,9.102372908709558,2.39,2009,PDB,False
3e73,GSH,3.154901959985743,2.80,2009,PDB,False
3a3y,OBN,9.154901959985743,2.80,2009,PDB,False
3img,BZ3,2.958607314841775,1.80,2009,PDB,False
3f36,IP0,2.886056647693163,1.70,2009,PDB,False
3iue,FG3,5.823908740944319,1.73,2009,PDB,False
3ivx,FG6,5.7447274948966935,1.73,2009,PDB,False
3hrf,P47,4.987162775294828,1.90,2009,PDB,False
2wnl,AN5,6.0,2.70,2009,PDB,False
3ime,BZ2,3.0,2.39,2009,PDB,False
3hv8,C2E,6.9821322810364945,1.45,2009,PDB,False
3gkz,B40,8.0,1.90,2009,PDB,False
3gvu,STI,8.0,2.05,2009,PDB,False
3hx3,RET,8.0,1.69,2009,PDB,False
2vxn,PGH,5.0,0.82,2009,PDB,False
3cfn,2AN,5.0,1.87,2009,PDB,False
3imc,BZ3,2.958607314841775,1.60,2009,PDB,False
2weh,FB1,5.948847477552619,2.10,2009,PDB,False
2weo,FBW,6.928117992693875,1.40,2009,PDB,False
3cx9,LPX,4.889410289700751,2.80,2009,PDB,False
3fgc,FMN,3.9208187539523753,2.30,2009,PDB,False
3h9f,92M,7.920818753952375,2.60,2009,PDB,False
3k41,M6D,0.8239087409443188,1.90,2009,PDB,False
3gcp,SB2,7.823908740944319,2.25,2009,PDB,False
3f39,IPH,1.7825160557860937,1.85,2009,PDB,False
3gm0,B41,7.769551078621726,2.40,2009,PDB,False
3fjg,3PG,3.728158393463501,2.20,2009,PDB,False
3fj7,PEQ,3.709965388637482,1.70,2009,PDB,False
2wf5,BG6,6.0,1.30,2009,PDB,False
3iuc,ADP,5.663540266151471,2.40,2009,PDB,False
3a1e,ACP,2.657577319177794,1.95,2009,PDB,False
3f38,2MY,2.619788758288394,1.75,2009,PDB,False
3f37,2MY,2.619788758288394,1.54,2009,PDB,False
3e3c,HHG,5.619788758288394,2.50,2009,PDB,False
2vxa,RBF,5.6020599913279625,2.60,2009,PDB,False
3e6y,CW1,5.6020599913279625,2.50,2009,PDB,False
3kjd,78P,8.537602002101044,1.95,2009,PDB,False
3hy5,RET,7.698970004336019,3.04,2009,PDB,False
3isj,A8D,3.677780705266081,2.20,2009,PDB,False
2w87,GCU,4.653647025549361,1.60,2009,PDB,False
3gfw,S22,7.568636235841013,2.74,2009,PDB,False
3iub,FG2,4.5376020021010435,1.50,2009,PDB,False
3fhb,GAB,5.698970004336019,2.30,2009,PDB,False
3da9,44U,5.508638306165727,1.80,2009,PDB,False
3ga5,RGG,5.494850021680094,1.87,2009,PDB,False
2weg,FBV,6.503070351926785,1.10,2009,PDB,False
3eu5,GBO,7.494850021680094,2.80,2009,PDB,False
3hec,STI,4.468521082957745,2.50,2009,PDB,False
2vx9,RBF,7.443697499232712,1.65,2009,PDB,False
3gp0,NIL,7.443697499232712,1.90,2009,PDB,False
2we3,DUT,4.431798275933005,2.00,2009,PDB,False
2w08,TPO,3.42021640338319,1.70,2009,PDB,False
3hqr,OGA,5.522878745280337,2.00,2009,PDB,False
3ftq,GNP,5.327902142064283,2.90,2009,PDB,False
3eor,CFV,1.3979400086720375,2.90,2009,PDB,False
2w9h,TOP,6.366531544420414,1.48,2009,PDB,False
3gjd,LEU,7.329754146925876,2.00,2009,PDB,False
3kv2,NNH,7.323214969580794,1.55,2009,PDB,False
2wc4,AMF,5.292429823902063,1.70,2009,PDB,False
3ivg,FG5,4.301029995663981,1.95,2009,PDB,False
2vzr,GCU,4.279014255846261,1.95,2009,PDB,False
3a6t,8OG,7.2839966563652006,1.96,2009,PDB,False
3jrs,A8S,4.2839966563652006,2.05,2009,PDB,False
3h78,BE2,4.2441251443275085,1.70,2009,PDB,False
3a1d,ADP,4.1249387366083,1.85,2009,PDB,False
3ivc,FG4,4.1249387366083,2.13,2009,PDB,False
2v57,PRL,7.102372908709558,1.90,2009,PDB,False
3f78,ICF,3.0969100130080562,1.60,2009,PDB,False
2wej,FB2,6.0762380391713,1.45,2009,PDB,False
2wji,GNP,5.017728766960431,1.90,2009,PDB,False
3gus,N11,6.045757490560675,1.53,2009,PDB,False
2wgj,VGH,8.698970004336019,2.00,2009,PDB,False
3iok,1P6,7.958607314841775,2.10,2009,PDB,False
3ggv,GGV,10.853871964321762,3.09,2009,PDB,False
3io7,1P5,7.769551078621726,2.60,2009,PDB,False
3h8c,NSZ,7.721246399047171,2.50,2009,PDB,False
3g35,F13,4.6777807052660805,1.41,2009,PDB,False
3h89,NSX,7.638272163982407,2.50,2009,PDB,False
3vf9,477,8.721246399047171,2.30,2012,PDB,False
4h3c,0YZ,5.721246399047171,1.93,2012,PDB,False
4a6w,5C1,5.721246399047171,1.46,2012,PDB,False
4a6v,IKY,5.721246399047171,1.46,2012,PDB,False
4hbx,14X,5.721246399047171,1.62,2012,PDB,False
4b12,C23,4.991399828238082,1.79,2012,PDB,False
3v5j,0F2,7.962573502059376,2.59,2012,PDB,False
4fhi,0S4,7.0,2.40,2012,PDB,False
3vbv,0FK,5.0,2.08,2012,PDB,False
4g34,924,7.931814138253839,2.70,2012,PDB,False
4ac3,R83,3.958607314841775,2.10,2012,PDB,False
4hv3,19L,3.939302159646388,1.54,2012,PDB,False
3t0m,2CT,3.9355420107730814,1.62,2012,PDB,False
4e93,GUI,6.928117992693875,1.84,2012,PDB,False
3udr,09F,4.958607314841775,1.95,2012,PDB,False
3unj,0BX,4.958607314841775,1.90,2012,PDB,False
4a9i,P9I,4.8996294548824375,2.25,2012,PDB,False
4gsy,0Y5,6.920818753952375,1.71,2012,PDB,False
3rah,O1Z,7.920818753952375,1.75,2012,PDB,False
4ael,4HN,7.920818753952375,2.20,2012,PDB,False
3s00,Z60,4.920818753952375,1.80,2012,PDB,False
3vsw,R31,6.886056647693163,3.00,2012,PDB,False
4ajw,VWN,5.855425792390384,2.80,2012,PDB,False
3uzp,0CK,7.886056647693163,1.94,2012,PDB,False
3v04,V04,7.886056647693163,2.70,2012,PDB,False
4eg4,0OT,7.886056647693163,3.15,2012,PDB,False
4ehr,0Q5,7.886056647693163,2.09,2012,PDB,False
3twj,07R,7.838631997765025,2.90,2012,PDB,False
4d9p,Z17,3.838631997765025,2.26,2012,PDB,False
4edy,9PQ,5.8297382846050425,1.72,2012,PDB,False
3vw6,IM6,7.853871964321762,2.40,2012,PDB,False
