[protein],[ligand],[-log k],[resolution],[year],[origin],[covalent_bond],complex_id,smiles
2nmy,ROC,8.366531544420413,1.1,2007,PDB,False,2nmy_ROC,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2C[N@]1C[C@H]([C@H](Cc3ccccc3)NC(=O)[C@H](CC(=O)N)NC(=O)c4ccc5ccccc5n4)O
4hys,1BJ,7.259637310505756,2.42,2013,PDB,False,4hys_1BJ,c1ccc2c(c1)cnn2c3ccnc(n3)NC4CCC(CC4)O
6hvw,GVW,5.552841968657781,3.0,2019,PDB,True,6hvw_GVW,C[C@@H](C(=O)N[C@@H](Cc1ccc(cc1)OC)C(=O)N[C@@H](CC2CC[C@@H]3CCCC[C@H]3C2)[C@H](C(C)(C)O)O)NC(=O)CN4CCOCC4
6dgo,GD4,5.473660722610156,3.1,2019,PDB,False,6dgo_GD4,Cc1c(c2c(c(c1O)C)CC[C@](O2)(C)COc3ccc(cc3)C[C@H]4C(=O)NC(=O)S4)C
3zya,2A8,7.0,1.9,2011,PDB,False,3zya_2A8,c1ccc2c(c1)CCc3cc(ccc3C2=O)Nc4ccccc4N
5ant,RJE,6.356547323513813,2.0,2016,PDB,False,5ant_RJE,CNc1c2c(nc(n1)OCCOC)N(C(=O)N2)Cc3ccccc3
5toe,7GK,5.6020599913279625,2.3,2017,PDB,False,5toe_7GK,c1cc(ccc1c2cc3c(ccnc3[nH]2)C#N)N4CCNCC4
2j83,BAT,4.214670164989233,2.0,2006,PDB,False,2j83_BAT,CC(C)C[C@H]([C@H](CSc1cccs1)C(=O)NO)C(=O)N[C@@H](Cc2ccccc2)C(=O)NC
1s63,778,9.045757490560677,1.9,2004,PDB,False,1s63_778,c1cc(cc(c1)Cl)N2CC[N@@](CC2=O)Cc3cncn3Cc4ccc(cc4)C#N
3p4v,PMX,5.096910013008056,2.0,2011,PDB,False,3p4v_PMX,COC(=O)/C=C/C(=O)N[C@@H](Cc1ccc(c(c1)Cl)O)C(=O)O
3pxz,JWS,5.229147988357856,1.7,2011,PDB,False,3pxz_JWS,COc1ccc(c(c1)c2nc(nc(n2)N)N)O
6ggn,EYH,10.096910013008056,2.0,2018,PDB,False,6ggn_EYH,Cc1ccc(cc1N2[C@H](c3c(nc(n3C(C)C)c4cnc(nc4OC)OC)C2=O)c5ccc(cc5C)Cl)Cl
1d7j,BUQ,3.3010299956639813,1.85,1999,PDB,False,1d7j_BUQ,CC(=O)CCO
4zwz,510,8.698970004336019,1.62,2015,PDB,False,4zwz_510,COC(=O)[C@@H]1C[C@H](CN1S(=O)(=O)[C@H]2[C@@H]([C@@H]([C@@H]([C@@H](O2)CO)O)O)O)OS(=O)(=O)N
4qmo,34L,7.721246399047171,1.9,2015,PDB,False,4qmo_34L,c1cc2c(c3c1ncs3)/C(=C/c4cnc[nH]4)/C(=O)N2
3gi6,D78,11.221848749616356,1.84,2010,PDB,False,3gi6_D78,CC(C)C[N@@](C[C@H]([C@H](Cc1ccccc1)NC(=O)[C@@H]2CN(C(=O)O2)c3cccc(c3)C(F)(F)F)O)S(=O)(=O)c4ccc(cc4)OC
4b33,1NP,3.3665315444204134,1.5,2013,PDB,False,4b33_1NP,c1ccc2c(c1)cccc2O
1uyh,PU0,4.844663962534939,2.2,2004,PDB,False,1uyh_PU0,CCCCn1c(nc2c1nc(nc2N)F)Cc3cc(ccc3OC)OC
1rti,HEF,4.769551078621726,3.0,1996,PDB,False,1rti_HEF,CC1=C(N(C(=O)NC1=O)COCCO)Sc2ccccc2
5idp,6A6,7.346787486224656,2.65,2016,PDB,False,5idp_6A6,c1cc(ccc1[C@@H]2CCCCN2C(=O)c3ccc4c(c3)c(n[nH]4)N)F
5uuu,QRW,7.744727494896693,2.7,2017,PDB,False,5uuu_QRW,Cn1c(nnc1c2ccncc2)CNc3cccc(c3)C(=O)NCc4ccccc4C(F)(F)F
3cjo,K30,8.657577319177793,2.28,2008,PDB,False,3cjo_K30,C[N@]1CC[C@@H]([C@@H](C1)F)N(C)C(=O)N2CC(=C[C@@]2(CO)c3ccccc3)c4cc(ccc4F)F
4n1u,2GE,8.301029995663981,1.6,2014,PDB,False,4n1u_2GE,c1cc(c(c(c1)Cl)Cl)c2cc(nc(n2)N)NC3CC3
1i80,9HX,6.4089353929735005,2.0,2001,PDB,False,1i80_9HX,c1c[nH]c2c1N=CNC2=O
1hvl,A76,9.950781977329818,1.8,1994,PDB,False,1hvl_A76,CC(C)[C@@H](C(=O)N[C@@H](Cc1ccccc1)[C@H]([C@@H]([C@H](Cc2ccccc2)NC(=O)[C@H](C(C)C)NC(=O)N(C)Cc3ccccn3)O)O)NC(=O)N(C)Cc4ccccn4
4rwj,66T,8.698970004336019,2.49,2015,PDB,False,4rwj_66T,C[C@@H]1CN(C[C@@H](N1)C)c2ccc(cc2)C(=O)Nc3cc(n[nH]3)CCc4cc(cc(c4)OC)OC
1l7x,CFF,4.036212172654444,2.3,2002,PDB,False,1l7x_CFF,Cn1cnc2c1C(=O)N(C(=O)N2C)C
6odz,M8J,9.154901959985745,1.3,2019,PDB,False,6odz_M8J,c1cc(ccc1NC(=O)CN2C(=O)C3(CCCC3)NC2=O)S(=O)(=O)N
4rx7,3YV,8.301029995663981,1.8,2015,PDB,False,4rx7_3YV,c1cc(cc(c1)n2nccn2)Nc3c(nnc(n3)N[C@@H]4CCCC[C@@H]4N)C(=O)N
4ceb,ZSV,2.96657624451305,1.75,2013,PDB,False,4ceb_ZSV,COc1ccc(cc1)CNC(=O)c2ccccc2C[NH+](CC=C)Cc3ccc4c(c3C(=O)O)OC[C@@H](O4)CCC(=O)O
4qiy,WWX,7.301029995663981,1.3,2015,PDB,False,4qiy_WWX,c1ccc(cc1)[C@H]([C@H](c2ccccc2)O)Nc3c(c(c(c(c3S(=O)(=O)CCO)F)F)S(=O)(=O)N)F
3sus,GNL,4.1487416512809245,1.8,2012,PDB,False,3sus_GNL,CC1=N[C@@H]2[C@H]([C@H]([C@H](O[C@@H]2S1)CO)O)O
4wgi,3M6,5.346787486224656,1.85,2014,PDB,False,4wgi_3M6,C[C@@H]1CN(C(=O)c2cccc(c2O[C@@H]1CN(C)C(=O)Nc3ccc(cc3)C(F)(F)F)NS(=O)(=O)c4ccc(cc4)F)[C@@H](C)C(=O)O
4gs6,1FM,7.1487416512809245,2.2,2013,PDB,True,4gs6_1FM,C[C@H]1C/C=C\C(=O)[C@H]([C@H](C/C=C/c2cc(cc(c2C(=O)O1)O)OC)O)O
1dx6,GNT,6.185752404268079,2.3,2000,PDB,False,1dx6_GNT,C[N@@]1CC[C@@]23C=C[C@@H](C[C@@H]2Oc4c3c(ccc4OC)C1)O
3zlr,X0B,9.259637310505756,2.03,2013,PDB,False,3zlr_X0B,c1ccc2c(c1)nc(s2)N/N=C/3\CCCc4c3cc(cc4)c5nc(c(s5)CCCOc6ccc(cc6)CN)C(=O)O
2q1l,882,7.906578314837765,2.05,2007,PDB,False,2q1l_882,CC(C)n1c(c(c(c1C(=O)Nc2ccccc2)c3ccc(cc3)F)c4ccc(cc4)F)CC[C@H](C[C@H](CC(=O)O)O)O
2adu,R20,7.744727494896693,1.9,2005,PDB,False,2adu_R20,Cc1cccc(c1)c2c[nH]nn2
5tg2,V69,5.494850021680094,1.75,2017,PDB,True,5tg2_V69,CCCCC[C@@H]1CCCCCNC(=O)CC[C@H](NC(=O)[C@@H](NC(=O)O1)CC(C)C)CO
3eml,ZMA,8.744727494896694,2.6,2008,PDB,False,3eml_ZMA,c1cc(oc1)c2nc3nc(nc(n3n2)N)NCCc4ccc(cc4)O
4ih3,PDC,4.818156412055227,2.49,2014,PDB,False,4ih3_PDC,c1cc(nc(c1)C(=O)O)C(=O)O
5u2c,82Y,6.628932137728263,3.3,2017,PDB,False,5u2c_82Y,c1cc(ccc1c2csc3c2OC(=CC3=O)N4CCOCC4)C(=O)NO
5ung,8ES,9.468521082957745,2.8,2017,PDB,False,5ung_8ES,CCC1=Nc2ccc(cc2C(=O)N1Cc3ccc(cc3)c4ccccc4c5n[nH]nn5)N(Cc6ccccc6)C(=O)c7cccs7
3zdh,XRS,7.346787486224656,2.2,2013,PDB,False,3zdh_XRS,C[C@H](CCOc1nccn1C)N(C)C
4l7c,1VW,5.130768280269024,2.4,2014,PDB,False,4l7c_1VW,c1ccc2c(c1)CCN([C@@H]2CN3C(=O)c4ccccc4C3=O)C(=O)[C@@H]5CCCC[C@@H]5c6[nH]nnn6
3su6,SU3,6.018634490921456,1.1,2012,PDB,False,3su6_SU3,CC[C@@H]1C[C@@]1(C(=O)NS(=O)(=O)C2CC2)NC(=O)[C@@H]3C[C@@H]4CN3C(=O)[C@@H](NC(=O)OCC(CCCCc5cccc6c5CN(C6)C(=O)O4)(C)C)C(C)(C)C
6i9a,H8E,10.0,1.2,2019,PDB,False,6i9a_H8E,CN(c1ccccc1)NC(=O)CC[C@@H](C(=O)N[C@@H](CCCCN)C(=O)C(=O)NCc2ccccc2)NC(=O)OCc3ccccc3
3oof,OOF,7.301029995663981,2.29,2011,PDB,False,3oof_OOF,c1cc(ccc1c2nc3cc(c(cc3n2[C@@H](C4CCCCC4)C(=O)Nc5ccc(cc5)C(=O)O)F)F)Cl
5yas,FAC,3.2596373105057563,2.2,1999,PDB,False,5yas_FAC,C(C(F)(F)F)(C(F)(F)F)(O)O
5ioy,6C5,5.221848749616356,1.77,2017,PDB,False,5ioy_6C5,C1CCC(C1)CNC(=O)N2CCCC2
1w11,SK1,8.221848749616356,2.0,2008,PDB,False,1w11_SK1,[H]/N=C(\c1ccc(cc1)CNC(=O)[C@H](C)NC(=O)[C@@H](CO)NS(=O)(=O)Cc2ccccc2)/N
5drt,5EG,5.356547323513812,2.69,2016,PDB,False,5drt_5EG,c1ccc(c(c1)OCc2nnnn2CC(=O)NNC(=O)Nc3ccc(cc3)Cl)Cl
2oc7,HU4,5.853871964321762,2.7,2007,PDB,True,2oc7_HU4,CC1([C@H]2[C@@H](O1)CN([C@@H]2C(=O)N[C@@H](CC3CCC3)C(=O)C(=O)N)C(=O)[C@H](C4CCCCC4)NC(=O)OC(C)(C)C)C
5fl4,9FK,6.995678626217358,1.82,2015,PDB,False,5fl4_9FK,c1ccc2c(c1)cccc2n3cc(nn3)c4ccc(s4)S(=O)(=O)N
4x21,3WH,7.443697499232712,1.95,2015,PDB,False,4x21_3WH,CCNC(=O)N1CCC(CC1)Nc2ncc(c(n2)c3c[nH]c4c3cccc4)I
6f05,GTS,4.468521082957745,2.2,2018,PDB,False,6f05_GTS,C(CC(=O)N[C@@H](CS(=O)(=O)O)C(=O)NCC(=O)O)[C@@H](C(=O)O)N
4fqo,AZ3,5.161150909262744,1.65,2012,PDB,False,4fqo_AZ3,[H]/N=C(/N)\c1ccc(cc1)OCCCCCCCOc2ccc(cc2)/C(=N\[H])/N
1iky,MSD,8.259637310505756,3.0,2001,PDB,False,1iky_MSD,CC(=O)c1ccc(c(c1O)[C@H]2C[C@H]2NC(=S)Nc3ccc(cn3)C#N)OC
5u6v,7WY,7.67778070526608,1.78,2017,PDB,False,5u6v_7WY,Cc1c-2n(nn1)CCN(c3c2ccc(c3)c4ccc(nc4)N)c5ccc(cc5)Cl
2wpa,889,8.096910013008056,2.51,2010,PDB,False,2wpa_889,CC(C)CC(=O)Nc1c2c([nH]n1)C(N(C2)C(=O)C3CCN(CC3)C)(C)C
4fev,PP1,5.42021640338319,1.89,2012,PDB,False,4fev_PP1,Cc1ccc(cc1)c2c3c(ncnc3n(n2)C(C)(C)C)N
6qxu,JKN,8.154901959985743,1.2,2019,PDB,False,6qxu_JKN,CC(C)(c1ccc(cc1)C2=Nc3c(cc(cc3F)F)C(=O)N2)O
3ehx,BDL,7.602059991327962,1.9,2009,PDB,False,3ehx_BDL,CC(C)C[C@H](C(=O)O)NS(=O)(=O)c1ccc(cc1)c2ccccc2
3pce,3HP,2.0,2.06,1998,PDB,False,3pce_3HP,c1cc(cc(c1)O)CC(=O)O
4aac,AAV,8.173925197299173,2.5,2012,PDB,False,4aac_AAV,Cc1ccc(cc1N2C=Nc3ccc(cc3C2=O)N4CCN(CC4)C)C(=O)Nc5ccon5
2wf3,ZY3,7.721246399047171,2.08,2009,PDB,False,2wf3_ZY3,CCNc1cc(cc2c1CCCS(=O)(=O)N2C)C(=O)N[C@@H](Cc3ccccc3)[C@@H](CNCc4cccc(c4)OC)O
2aj8,SC3,6.195179321278838,2.11,2006,PDB,False,2aj8_SC3,CN1c2c(n(c(n2)N3CC[NH2+]CC3)Cc4ccccc4)C(=O)N(C1=O)C
3qar,QAR,6.494850021680094,2.65,2011,PDB,False,3qar_QAR,Cc1nc(nc(n1)n2c3ccccc3nc2Nc4cc[nH]n4)N
4n00,2EX,8.022276394711152,1.8,2014,PDB,False,4n00_2EX,CN1C(=O)[C@@]2(c3cc(ccc3O[C@@H]4[C@@H]2COCC4)c5cccnc5F)N=C1N
5hvu,65R,7.886056647693163,2.8,2017,PDB,False,5hvu_65R,c1cc(cc(c1)OCCCC2CCNCC2)CC(=O)Nc3nc(cs3)c4ccncc4
5umw,RBF,4.22548303427145,2.27,2018,PDB,False,5umw_RBF,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](CO)O)O)O
3sv6,SV6,7.46344155742847,1.4,2012,PDB,True,3sv6_SV6,CCC[C@@H]([C@H](C(=O)NC1CC1)O)NC(=O)[C@@H]2[C@H]3CCC[C@H]3CN2C(=O)[C@H](C(C)(C)C)NC(=O)[C@H](C4CCCCC4)NC(=O)c5cnccn5
3v7x,D7A,8.568636235841012,1.03,2012,PDB,False,3v7x_D7A,COc1ccc(cc1OC)CCNC(=O)c2ccc(cc2)S(=O)(=O)N
5fhm,5XP,5.088842391260023,1.55,2016,PDB,False,5fhm_5XP,c1cc(cc(c1)Cn2nc(nn2)c3c(c(no3)O)C[C@@H](C(=O)O)N)CN
5fl1,DV1,8.494850021680094,1.95,2016,PDB,False,5fl1_DV1,C=CCNC1=N[C@@H]2[C@H]([C@@H]([C@H](O[C@@H]2S1)CO)O)O
1i9m,INW,8.481486060122112,1.84,2001,PDB,False,1i9m_INW,c1cc(ccc1C(=O)NCc2ccc(cc2F)F)S(=O)(=O)N
5j8z,FC4,8.301029995663981,1.7,2016,PDB,False,5j8z_FC4,C[C@H](C(=O)Nc1ccc(cc1)S(=O)(=O)N)SC2=NC(=C(C(=O)N2)C#N)c3ccc(cc3)Cl
2zx7,ZX7,10.492144128304169,2.48,2009,PDB,False,2zx7_ZX7,C[C@H]1[C@H]([C@H]([C@@H]([C@H](N1)CNC(=O)c2cc3ccccc3[nH]2)O)O)O
3kqm,ES3,3.769551078621726,2.4,2010,PDB,False,3kqm_ES3,c1c(nc[nH]1)Br
2irz,I02,7.920818753952375,1.8,2006,PDB,False,2irz_I02,C[C@H](c1ccc(cc1)F)NC(=O)c2cc(cc(c2)N(C)S(=O)(=O)C)c3nnc(o3)[C@@](C)(Cc4ccccc4)N
6e4f,HRA,9.070581074285707,1.15,2018,PDB,False,6e4f_HRA,c1ccc(cc1)Oc2ccc(c(c2)Cl)C(=O)c3c[nH]c4c3c(ncn4)N[C@@H]5CC[C@H](OC5)CO
4w9o,3JQ,7.769551078621726,1.27,2014,PDB,False,4w9o_3JQ,COc1ccc(cc1OC)OCCN2C[C@@H]([C@H]3CCC[C@@H](C2=O)N3S(=O)(=O)c4cc(cc(c4)Cl)Cl)[C@H](CO)O
6hqy,GKW,6.43533393574791,2.5,2018,PDB,False,6hqy_GKW,COc1ccc(cc1)Cn2ccc3c2cc(cc3)C(=O)NO
4ycw,KRS,5.6777807052660805,2.9,2015,PDB,False,4ycw_KRS,C[C@H]1CCC[C@@H](O1)C[C@H]2Cc3cc(cc(c3C(=O)O2)O)O
5dpa,5F2,4.648590248074561,2.06,2016,PDB,True,5dpa_5F2,CCOC(=O)C=C[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](Cc2ccccc2)NC(=O)C
6ht1,GQ5,7.113509274827518,2.1,2018,PDB,False,6ht1_GQ5,C[C@H]1CCCN1Cc2[nH]c3cc(ccc3n2)NC(=O)c4ccc5c(c4)cnn5C
1mrx,K57,7.259637310505756,2.0,2003,PDB,False,1mrx_K57,Cc1c(cccc1O)C(=O)N[C@@H](Cc2ccccc2)C(C(=O)N3CSC([C@H]3C(=O)NC(C)(C)C)(C)C)O
3dbu,D8W,8.05551732784983,1.7,2009,PDB,False,3dbu_D8W,c1ccc(cc1)S(=O)(=O)Nc2nnc(s2)S(=O)(=O)N
1gj7,132,7.886056647693163,1.5,2002,PDB,False,1gj7_132,c1ccc(cc1)c2cccc(c2O)c3cc4cc(c(cc4[nH]3)Cl)C(=[NH2+])N
3elm,24F,9.721246399047171,1.9,2009,PDB,False,3elm_24F,CCOc1ccc(cc1)c2ccc(s2)S(=O)(=O)N[C@H](C3CCN(CC3)C(=O)OC(C)C)C(=O)O
6duh,K5C,7.42021640338319,2.0,2018,PDB,False,6duh_K5C,Cc1cc(cc(c1Oc2c3c(ccs3)nc(n2)NC4CCN(CC4)Cc5ccc(cc5)S(=O)(=O)N)C)/C=C/C#N
5oh7,HYN,4.366531544420414,1.85,2018,PDB,False,5oh7_HYN,C1C(=O)NC(=O)N1
6hoq,FER,6.3872161432802645,1.55,2019,PDB,False,6hoq_FER,COc1cc(ccc1O)\C=C\C(=O)O
2pvj,P44,8.096910013008056,1.7,2008,PDB,False,2pvj_P44,c1ccc(cc1)Nc2nc(nc3n2ncc3C#N)NCC4CCCCC4
1sdt,MK1,9.267606240177033,1.3,2004,PDB,False,1sdt_MK1,CC(C)(C)NC(=O)[C@@H]1C[N@@](CC[N@]1C[C@H](C[C@@H](Cc2ccccc2)C(=O)N[C@H]3c4ccccc4C[C@H]3O)O)Cc5cccnc5
5ew3,5T2,8.920818753952375,2.5,2015,PDB,False,5ew3_5T2,c1ccc(c(c1)C(=O)Nc2cccc(c2)C(F)(F)F)NCc3ccncc3
1z5m,LI8,7.522878745280337,2.17,2005,PDB,False,1z5m_LI8,CC(C)(C(=O)N)C(=O)NCCCNc1c(cnc(n1)Nc2cccc(c2)NC(=O)N3CCCC3)Br
4nj3,2KD,6.522878745280337,1.85,2013,PDB,False,4nj3_2KD,COC(=O)[C@H](Cc1ccc(cc1)O)NC(=O)c2cc(c3cc(ccc3n2)c4cccc(c4)Cl)C(=O)O
4ygf,AZM,7.67778070526608,2.0,2015,PDB,False,4ygf_AZM,CC(=O)Nc1nnc(s1)S(=O)(=O)N
5gnk,80U,8.275724130399212,1.8,2017,PDB,True,5gnk_80U,Cn1ccnc1COc2ccc(cc2Cl)c3c4c(ncnc4n(n3)[C@@H]5CCCN(C5)C(=O)C=C)N
3tfv,2CN,7.096910013008056,3.0,2012,PDB,False,3tfv_2CN,CCCCCCCCOc1cccc(c1)CSc2ccc(cc2C(=O)O)Br
1o9e,FSC,4.180456064458132,2.6,2003,PDB,False,1o9e_FSC,C[C@@H]1[C@@H]\2CC[C@@H](/C2=C/[C@]3([C@H](CC(=C3[C@H]([C@@H]1O)O[C@@H]4[C@@H]([C@H]([C@@H]([C@H](O4)COC(C)(C)C=C)O)OC(=O)C)O)[C@H](C)COC(=O)C)O)C)COC
3su1,TSV,6.681936665037238,1.4,2012,PDB,False,3su1_TSV,CC(C)(C)OC(=O)N[C@H]1CCCCC/C=C\[C@@H]2C[C@]2(NC(=O)[C@@H]3C[C@H](CN3C1=O)OC(=O)n4cc5cccc(c5c4)F)C(=O)NS(=O)(=O)C6CC6
4xuh,SFI,5.728158393463501,2.22,2016,PDB,False,4xuh_SFI,CC\1=C(c2cc(ccc2/C1=C\c3ccc(cc3)SC)F)CC(=O)O
5aad,5GX,6.673664139071248,3.1,2015,PDB,False,5aad_5GX,Cc1c(cn(n1)C)c2[nH]c3c(n2)c(c(cn3)Cl)c4cnn(c4)Cc5ccccc5
1y2c,3DE,6.568636235841013,1.67,2005,PDB,False,1y2c_3DE,CCOC(=O)c1c([nH+]n(c1C)c2ccccc2)C
4u44,3D9,8.096910013008056,2.43,2014,PDB,False,4u44_3D9,c1ccc(cc1)c2cc3c(ncnn3c2)Nc4ccncc4
5kya,6Y4,8.221848749616356,2.6,2016,PDB,False,5kya_6Y4,CC(C)[C@@H]1c2c(cn(n2)c3cccc(c3)S(=O)(=O)C)CN1c4ncc(c(n4)C(F)(F)F)CO
6d2o,4MZ,5.301029995663981,1.9,2018,PDB,False,6d2o_4MZ,Cc1c[nH]cn1
4mb9,28F,8.0,1.85,2013,PDB,False,4mb9_28F,CCNC(=O)Nc1nc2cc(c(nc2s1)OC[C@@H]3CCOC3)c4cncnc4
6uhv,XS6,6.920818753952375,2.53,2019,PDB,False,6uhv_XS6,C(CCC(=O)NO)CCNCCCN
3ejr,HN4,8.568636235841012,1.27,2009,PDB,False,3ejr_HN4,CC(C)(C)c1ccc(cc1)C(=O)C[C@H]2CC[C@H]([C@H]3[N@]2C[C@H]([C@H]3O)O)O
6hvi,GV5,6.42021640338319,1.96,2018,PDB,False,6hvi_GV5,CN(C)c1cccc(c1)c2cc(cc3c2nccn3)Nc4cnccc4S(=O)(=O)C
1f8e,49A,4.823908740944319,1.4,2001,PDB,False,1f8e_49A,CC(=O)N[C@@H]1[C@H](C=C(O[C@H]1[C@@H]([C@@H](CN)O)O)C(=O)O)N
5a0c,JJV,9.267606240177033,2.1,2015,PDB,False,5a0c_JJV,CC1=C([C@H](NC(=O)N1c2cccc(c2)C(F)(F)F)c3ccc(cc3S(=O)(=O)C)C#N)C#N
4ufd,S49,9.67778070526608,1.43,2016,PDB,False,4ufd_S49,[H]/N=C(/c1ccc(cc1)CNC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc3ccccc3)NS(=O)(=O)Cc4ccccc4)\N
4lgg,VGG,8.522878745280337,2.41,2013,PDB,False,4lgg_VGG,Cc1cccc(c1)Cc2c3c(ncnc3n(n2)C(C)(C)C)N
5orv,A65,2.88706002391592,1.88,2017,PDB,False,5orv_A65,CSc1c(c(sn1)SC)CO
5u5l,7VA,4.853871964321762,2.55,2017,PDB,False,5u5l_7VA,Cn1c2cc(ccc2nc1COc3ccc(cc3)CC4C(=O)NC(=O)S4)OC
5m4u,7FC,4.886056647693163,2.2,2017,PDB,False,5m4u_7FC,c1cc(ccc1C2=C(C(=O)c3cc(cc(c3O2)Cl)Cl)O)C(=O)O
6bx6,EDJ,6.481486060122113,2.9,2018,PDB,False,6bx6_EDJ,CNC(=O)c1ccccc1Oc2c(cnc(n2)Nc3cc(c(c(c3)OC)OC)OC)Br
6h34,FKK,9.30102999566398,1.55,2018,PDB,False,6h34_FKK,c1cc(ccc1CN2CCN(CC2)C(=O)c3ccc(cc3)S(=O)(=O)N)F
6oyw,NKJ,8.397940008672037,2.6,2019,PDB,False,6oyw_NKJ,C[C@H]1CCCOc2ccccc2C(=O)Nc3cccc(n3)-c4n1cnn4
4u6r,3E4,7.853871964321762,2.5,2014,PDB,False,4u6r_3E4,Cc1cc(c2ccccc2c1Oc3c(cccn3)c4ccnc(n4)NC5CCC(CC5)N)NS(=O)(=O)c6ccccc6Cl
3zo1,SIJ,6.0,2.0,2013,PDB,False,3zo1_SIJ,c1[nH]c2c(n1)c(ncn2)N3CCC4(CCCCN4)CC3
1bmn,BM9,8.443697499232712,2.8,1996,PDB,False,1bmn_BM9,[H]/N=C(\N)/N1CCC[C@@H](C1)C(=O)NC[C@@H]2CCCN2C(=O)[C@H](CO)NS(=O)(=O)c3ccc4ccccc4c3
1xog,ABW,6.3872161432802645,2.8,2005,PDB,False,1xog_ABW,CC(C)C[C@@H]([C@H]1[C@@H](C[C@@H](O1)C(=O)O)C(=O)OC)NC(=O)C
1oe8,GSH,5.522878745280337,1.65,2003,PDB,False,1oe8_GSH,C(CC(=O)N[C@@H](CS)C(=O)NCC(=O)O)[C@@H](C(=O)O)N
4heg,G52,8.920818753952375,1.46,2013,PDB,False,4heg_G52,CC(C)C[N@@](C[C@H]([C@H](Cc1ccccc1)NC(=O)O[C@H]2CO[C@@H]3[C@H]2[C@H]4CCO[C@H]4O3)O)S(=O)(=O)c5ccc(cc5)OC
1zp5,2NI,2.920818753952376,1.8,2005,PDB,False,1zp5_2NI,CN(CCOc1ccc(cc1)c2ccc(cc2)C#N)C(=O)NO
1i6v,RFP,5.0,3.3,2001,PDB,False,1i6v_RFP,Cc1c(c2c3c4c1O[C@@](C4=O)(O\C=C\[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]([C@H](C=C\C=C(/C(=O)Nc(c2O)c(c3O)\C=N\N5CCN(CC5)C)\C)C)O)C)O)C)OC(=O)C)C)OC)C)O
6fjm,DKN,6.239577516576788,2.1,2018,PDB,False,6fjm_DKN,C/C=C/[C@H](O)[C@](C(=O)OC)([C@H]1OC(=O)c2nc(oc2)/C=C/C=C/C=C\C[C@H](OC(=O)c3nc(oc3)/C=C/C=C/C=C\C1)[C@@](C(=O)OC)([C@@H](O)/C=C/C)C)C
2i0v,6C3,6.795880017344075,2.8,2006,PDB,False,2i0v_6C3,Cc1cc(on1)C2=C(c3cc(ccc3NC2=O)Cl)c4ccccc4
6f5w,KG1,3.826813731587726,1.91,2018,PDB,False,6f5w_KG1,C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)OC=C=C)O)O)O
5hmh,62R,8.154901959985743,1.79,2016,PDB,False,5hmh_62R,CCC[C@@H]1[C@@](CCCN1C(=O)c2cnccc2C(F)(F)F)(C(=O)N3CCN(CC3)c4ccccc4OCCCC(=O)O)Oc5cc(sc5)C(F)(F)F
4ewo,996,7.356547323513812,1.8,2012,PDB,False,4ewo_996,CC(=O)N[C@@H](Cc1ccccc1)[C@@H](CN[C@H]2CC(Cc3c2cn(n3)CC(C)(C)C)(C)C)O
3arw,CTI,6.154901959985743,1.5,2011,PDB,False,3arw_CTI,C[n+]1cc2c(ccc(c2OC)OC)c3c1c4cc5c(cc4cc3)OCO5
3ika,0UN,7.853871964321762,2.9,2010,PDB,True,3ika_0UN,CN1CCN(CC1)c2ccc(c(c2)OC)Nc3ncc(c(n3)Oc4cccc(c4)NC(=O)C=C)Cl
1ahx,HCI,3.9208187539523753,2.0,1995,PDB,False,1ahx_HCI,c1ccc(cc1)CCC(=O)O
4l02,1V2,7.698970004336019,2.75,2013,PDB,False,4l02_1V2,c1cc(ccc1CCN2CC[C@@H](C[C@@H]2CO)O)Nc3nc(cs3)c4ccc(c(c4)Cl)Cl
3wb5,0B4,4.571865205971212,2.5,2013,PDB,False,3wb5_0B4,C[C@]1(CC(=O)N(C(=N1)N)C)[C@@H]2C[C@H]2c3ccccc3
3arn,MSJ,5.4089353929735005,1.8,2010,PDB,False,3arn_MSJ,CC(C)(CCCOCN1C=CC(=O)NC1=O)NS(=O)(=O)c2ccccc2
4pmt,31Y,6.001304841688344,2.1,2014,PDB,False,4pmt_31Y,c1cc(cnc1)CNc2ccc3c(n2)c(ncn3)Nc4ccc(cc4)N5CCOCC5
5gmp,F62,9.096910013008056,2.8,2017,PDB,True,5gmp_F62,CC1=CC(=O)N(c2c1cnc(n2)Nc3ccc(cc3OC)N4CCN(CC4)C)c5cccc(c5)NC(=O)C=C
3oy3,XY3,7.446116973356125,1.95,2010,PDB,False,3oy3_XY3,Cc1ccc(cc1C#Cc2cnc(n2C)C(=O)N)C(=O)Nc3ccc(c(c3)C(F)(F)F)CN4CCN(CC4)CCO
4zow,CLM,4.1249387366083,2.45,2015,PDB,False,4zow_CLM,c1cc(ccc1[C@H]([C@@H](CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-]
1qvu,PRL,4.455931955649724,2.96,2004,PDB,False,1qvu_PRL,c1cc(cc2c1cc3ccc(cc3n2)N)N
